id,piece_name,category,era_or_year,materials_gemstones,price_type,sold_price,estimate_low,estimate_high,currency_note,sale_date,auction_house,sale_name,lot_number,listing_url,notes,source,first_captured
"meta:propstore los angeles|336|2026-08-26|336. star trek: generations (1994) - captain james t. kirk's (william shatner) bloodied shirt and stunt vest with montgomery ""scotty"" scott's (james doohan) pants","336. STAR TREK: GENERATIONS (1994) - Captain James T. Kirk's (William Shatner) Bloodied Shirt and Stunt Vest with Montgomery ""Scotty"" Scott's (James Doohan) Pants",other,,,estimate,,13000,26000,USD,2026-08-26,Propstore Los Angeles,,336,,"Bidding for this lot will end on Wednesday, August 26th. The auction will begin at 9:30 AM (PDT) / 12:30 PM (EDT) / 5:30 PM (GMT) and lots are sold sequentially via live auctioneer; tune in to the live streaming broadcast on auction day to follow the pace. Note other lots in the auction may close on Thursday, August 27th or Friday, August 28th or Saturday, August 29th. Captain James T. Kirk's (William Shatner) bloodied shirt and stunt vest with Montgomery ""Scotty"" Scott's (James Doohan) pants from David Carson's Star Trek: Generations. Captain Picard (Patrick Stewart) discovered the bloodied and fatally wounded Kirk beneath the collapsed bridge after they successfully stopped Soran (Malcolm McDowell) from launching a solar probe and destroying Veridian III. Generations served as a passing of the torch from the original Enterprise crew that starred in the first six films to the Next Generation crew; this was the first of the Next Generation-era theatrical films following the end of the television series. Prior to its release, Paramount promoted the film with a variety of merchandise and a website, which was the first for a major motion picture in 1994. Despite mixed reviews, it was the highest grossing film in the United States and Canada during its first week and made $118 million worldwide. The film was nominated for two Saturn AwardsÂ® and a HugoÂ®, and it led directly to three additional Next Generation feature films. This lot originates from set costumer David Roesler. It consists of: A lycra-blend shirt with a quilted knit collar, as well as an interior tag printed with ""Star Trek VII"" and hand-marked ""W.S."" in black ink. A wool vest with fastening strip on the chest for affixing a combadge, as well as an interior tag printed with ""Star Trek VII'"" and hand-marked ""David W."" and ""Bernie"" in blue and black ink. ""David W."" may be for David Wendler, who performed the horseback jumping stunt for Shatner in the film. ""Bernie"" may be for Bernie Pock, who was uncredited for stunts in the Veridian III sequences, and worked previously for Shatner as the stunt rigger in the Yosemite climbing sequence in Star Trek V: The Final Frontier. Wool pants with striping on the side, attached elastic suspenders, and jodhpurs, as well as a costumier's label from Western Costume on the interior printed with ""James Doohan."" The interior of the pants feature a handwritten label that is illegible due to being crossed out in black ink. Production intentionally distressed this shirt to appear bloodied. This lot shows wear consistent with on-set use, handling, and age. Estimate: $13,000 - 26,000 View all lots from STAR TREK: GENERATIONS (1994) View all lots from STAR TREK - ALL ITEMS — Current bid at capture: $6,500",invaluable-site,2026-08-07
meta:timeline auctions|443|2026-09-09|egyptian faience shabti of tent-aset,Egyptian Faience Shabti of Tent-Aset,other,,,estimate,,100,140,GBP,2026-09-09,TimeLine Auctions,,443,,"Third Intermediate Period, 22nd Dynasty, circa 945-715 B.C. Mummiform figure depicted with a tripartite wig and holding two hoes in crossed hands, with a painted seed-bag on the reverse and a headband, and a hieroglyphic legend on the lower body naming The Osiris, Tent-Aset, justified; repaired; mounted on a perspex base. Cf. Janes, G., The Shabti Collections 5: A Selection from the Manchester Museum, Lymm, 2012, 288-290, for six examples of Tent-Aset shabtis. 90 grams total, 11.7 cm including stand (4 5/8 in.). [No Reserve] From the collection of David Donlan (1947-2025), a dedicated and lifelong collector with a passion for the ancient world and the natural sciences, forming his collection from 1960s onwards, using many reputable dealers across the United Kingdom, including the well-regarded Coincraft and The Parthenon Gallery. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $5",invaluable-site,2026-08-07
meta:timeline auctions|460|2026-09-09|egyptian polychrome wooden sokar falcon,Egyptian Polychrome Wooden Sokar Falcon,other,,,estimate,,100,140,GBP,2026-09-09,TimeLine Auctions,,460,,"Late Period, 664-332 B.C. Statuette depicting the couchant falcon god Sokar with wings folded along the sides of the body; chest, wings, and legs with painted details; inked legend on the underside reading 'Ex George Wathen / 1893 / 12'. Cf. Aston, D., Canopic Chests from the TwentyFirst to the Ptolemaic Period, Ägypten und Levante 10, 2000, pp.159-178, for numerous examples of falcon-topped canopic boxes. 16 grams, 71 mm (2 3/4 in.). [No Reserve] Ex George Henry Wathen collection from 1843, who wrote and illustrated the important work 'The Arts, Antiquity and Chronology of Ancient Egypt'. From the collection of David Donlan (19472025), a dedicated and lifelong collector with a passion for the ancient world and the natural sciences, forming his collection from 1960s onwards, using many reputable dealers across the United Kingdom, including the well-regarded Coincraft and The Parthenon Gallery. Wooden images of the raptor-form god Sokar typically decorated the tops of rectangular wooden coffins and canopic chests, which held jars containing the deceased's mummified organs. Sokar was a protective god of the Memphite necropolis and was often merged with the funerary god Osiris and Ptah, the creator deity of Memphis. George Henry Wathen, FGS (21 November 1816  10 November 1879) was a geologist, author, magazine publisher, and South African politician of the Victorian era known primarily for his books on the antiquities of Egypt and the gold fields of Victoria, Australia. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $5",invaluable-site,2026-08-07
meta:timeline auctions|428|2026-09-09|egyptian clay overseer shabti,Egyptian Clay Overseer Shabti,other,,,estimate,,100,140,GBP,2026-09-09,TimeLine Auctions,,428,,"Late Ramesside Period-early Third Intermediate Period, circa 1200-945 B.C. A mould-made figurine depicting a figure wearing a duplex wig and the projecting apron of an overseer shabti, with defined legs and feet below; the right arm by the side and the left bent across the chest; mounted on a custom-made stand. Cf. Petrie, W.M.F., Gizeh and Rifeh, London, 1907, pl. XXVIIC (bottom left group, top left), for an example of a Ramesside mould-made figure converted to an overseer shabti type with a characteristic bent left arm. 44 grams total, 10 cm including stand (4 in.). [No Reserve] From the collection of David Donlan (1947-2025), a dedicated and lifelong collector with a passion for the ancient world and the natural sciences, forming his collection from 1960s onwards, using many reputable dealers across the United Kingdom, including the well-regarded Coincraft and The Parthenon Gallery. Shabtis in daily life dress appeared in the late 18th Dynasty. By the late Ramesside Period, the general form had developed into the so-called reis or overseer figure, often depicted holding a whip. This form gained popularity during the subsequent 21st and 22nd Dynasties. Although this shabti lacks a whip, the bent arm is characteristic of those holding such a tool, suggesting that it belongs to the reis type. Ideally, there was one overseer shabti for every ten, typically mummiform, worker shabtis. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $5",invaluable-site,2026-08-07
meta:timeline auctions|276|2026-09-08|'the miller' romano-celtic bronze leaping boar statuette,'The Miller' Romano-Celtic Bronze Leaping Boar Statuette,other,,,estimate,,3000,4000,GBP,2026-09-08,TimeLine Auctions,,276,,"1st century B.C.-1st century A.D. Depicted in a dynamic pose with its front legs raised and the weight of the body borne on its hind legs, flared nostrils and large, round eyes; mounted on a custom-made display stand. See Boucher, S. & Tassinari, S., Musée de la Civilisation Gallo-Romaine a Lyon: Bronzes Antiques I. Inscriptions, Statuaire, Vaisselle, Lyon, 1976, item 19, for type; Boucher, S., Recherches sur les bronzes figures de Gaule Pre-Romaine et Romaine, 1976, Rome, pl.66, fig.316, for type. 165 grams total, 73 mm wide including stand (2 7/8 in.). Found Hampshire, UK, in the 1980s. From the collection of the late David Miller of Hemel Hempstead, UK, and a Cambridge collection of the 2000s. Accompanied by a previously illustrated catalogue card with provenance. This lot has been checked against the Interpol Database of stolen works of art and is accompanied by search certificate number no.13378-258774. The small statuettes of boars found in Roman Britain and Gaul were likely used as votive figurines for cult places. They were widespread in the Roman provinces of Celtic origin. However, one cannot exclude the fact that many boars found in Britain belong to the pre-conquest era. One of the few types of bronze figurines that are known to precede the arrival of the Romans is, in fact, that of the boars. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $2,600",invaluable-site,2026-08-07
"meta:swann auction galleries|160|2026-08-13|tom of finland, 5 volumes of his collected works, one of them a signed limited edition. 1988-2022.","Tom of Finland, 5 volumes of his collected works, one of them a signed limited edition. 1988-2022.",other,,,estimate,,800,1200,USD,2026-08-13,Swann Auction Galleries,,160,,"Tom of Finland 1920-1991 5 volumes of his collected works, one of them a signed limited edition. ""Tom of Finland Retrospective."" 190, [1] pages. Quarto, publisher's cloth, minimal wear; #413 of 500 limited edition, inscribed on title page ""To Luis, 12-17-1988, Tom of Finland."" In illustrated dust jacket, minor wear. None traced at auction. [Los Angeles, 1988.] ""Tom of Finland Retrospective II."" 192 pages. Quarto, publisher's cloth, minimal wear. In illustrated dust jacket, minor wear. [Los Angeles, 1991.] ""Tom of Finland Retrospective II."" 192 pages. Quarto, publisher's wrappers, minor wear. [Los Angeles, 1991.] Stuart Krimko, editor. ""Tom of Finland Threesome."" 159, [9] pages. Quarto, publisher's wrappers, minimal wear. [Los Angeles]: David Kordansky Gallery, 2022. Dian Hanson, editor. ""Tom of Finland XXL."" 664, [2] pages. Folio, publisher's illustrated cloth, minimal wear. Deluxe first edition on heavy stock, with dust jacket printed in relief. Hong Kong: Taschen, [2009]. — Current bid at capture: $600",invaluable-site,2026-08-07
meta:timeline auctions|2115|2026-09-11|original nasa press photograph group,Original NASA Press Photograph Group,other,,,estimate,,40,60,GBP,2026-09-11,TimeLine Auctions,,2115,,"1960s A.D. Comprising: monochrome photographic print of a rocket on the launchpad, endorsed 'US Air Force Photo.. 8-26-66 CKMYA Titan-Project OfficeSunrise Pre-Launch after Service Tower removal (Palm Tree in foreground) Unclassified'; monochrome photographic print of a rocket leaving the launchpad, endorsed 'US Air Force Photo.Air Force eastern Test [..] Photographic Laboratory Operated by RCA. CKMYA Titan-3C. Launch of Titan-3C Unclassified.'; monochrome photographic print of two rockets leaving their launchpads, endorsed 'US Air Force Photo / Air Force Eastern Test Range Photographic Laboratory Operated by RCA. NASA/GEMINI & Atlas Agena. Unclassified.'; monochrome photographic print of Apollo 9 capsule with flotation ring, endorsed 'John F. Kennedy Space Center. NASA Kennedy Space Center. Florida 32899. For Release March 13, 1969. Photo No. 108-KSC-69P-186 69-H-453. Aboard the USS Guadalcanal - The scorched Apollo 9 spacecraft, cradled in a foatation collar, is hoisted aboard the USS Guadalcanal. prime recovery ship, after safely carrying astronauts James A. McDivitt, David P. Scott and Russell L. Schweikart to splashdown in the Atlantic Ocean. The spacecraft shielded the astronauts from reentry temperatures which exceeded 2,000 degrees. They splashed down at 12:01 pm EST March 13, 1969, at the completion of their 10-day earth orbital mission to test a lunar module spacecraft. Ipact was less than 5 miles from the recovery ship and 780 nautical miles southast of Cape Kennedy. They were launched by an Apolo/Satrn V space vehicle March 3 from the Kennedy Space Center. The National Aeronautics and Space Administration directs the Apollo program. [copyright information.]' 74 grams total, 25.6 x 20.4 cm each (10 x 8 in.). [4, No Reserve] Acquired on the USA art market. Property of a Harwich, UK, collector. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $5",invaluable-site,2026-08-07
"meta:rob michiels auctions|111|2026-09-04|a chinese blue and white 'magic fountain' ewer, jiajing mark and of the period","A CHINESE BLUE AND WHITE 'MAGIC FOUNTAIN' EWER, JIAJING MARK AND OF THE PERIOD",other,,,estimate,,60000,120000,EUR,2026-09-04,Rob Michiels Auctions,,111,,"L.: 20,8 cm - H.: 29,8 cm Provenance: - Luis Alegria, Porto, with their label. - The Mr. and Mrs. Baert-Devos Collection, Belgium. Acquired from the above on 31 March 2015, accompanied by a copy of their original invoice. (see added scan) Exhibited: - TEFAF Maastricht, Luis Alegria, 2015. This rare blue and white porcelain ewer belongs to the celebrated group of so-called ‘Magic Fountain’ vessels, among the most imaginative and technically sophisticated wares produced at Jingdezhen during the Jiajing reign. The compressed pear-shaped body with tall curved spout and looped handle derives from Near Eastern metalwork prototypes, reflecting the extensive artistic exchange between China and the Islamic world. Successfully translated into porcelain from the fourteenth century onward, this distinctive form was produced for both domestic and export markets. The decoration centres on the enigmatic ‘Magic Fountain’ motif: a monumental basin issuing streams of water, supported by a crouching qilin and framed by stylised architectural and flame-like elements. The origin of this imagery has long been debated. In 1952, Sir Percival David connected the design with the legendary mechanical fountain made by the Parisian goldsmith Guillaume Boucher for Möngke Khan at Karakorum in 1254. Later scholars proposed a more immediate European source, suggesting inspiration from Renaissance fountains transmitted to China through prints, paintings, tapestries, or Jesuit networks active in the sixteenth century. The imagery would also have resonated with the Daoist interests of the Jiajing emperor, whose court was deeply preoccupied with immortality and longevity. In this context, the magical fountain may have symbolised life-giving or eternal qualities, making such vessels particularly appropriate for imperial taste. By the seventeenth century these ewers had become prized export objects, appearing in both Middle Eastern collections and European still-life paintings. Reference: Comparable examples are in The Metropolitan Museum, New York, object no. 2023.582, the Victoria and Albert Museum, London, accession no. C.105-1928 and The Topkapi Saray Museum, Istanbul, Turkey, inv. no. TKS15/173 for a near-identical example. Literature:  - Sir Percival David, 'The Magic Fountain in Chinese Ceramic Art: An Exercise in Illustrational Interpretation, Bulletin of the Museum of Far Eastern Antiquities', 1952. - J. Ayers, R. Krahl, 'Chinese Ceramics in the Topkapi Saray Museum, Istanbul', vol. II, 1986, nos. 1013-1016.  - A. Pope, 'Chinese Porcelains from the Ardebil Shrine', 1956, pl. 99. - J. Harrison-Hall, 'Catalogue of Late Yuan and Ming Ceramics in the British Museum', 2001, p. 221, no. 9:10. — Current bid at capture: $48,000",invaluable-site,2026-08-07
"meta:artemis fine arts|388|2026-08-13|cathy trachok painting - ""in a georgia state of mind""","Cathy Trachok Painting - ""In A Georgia State of Mind""",other,,,estimate,,700,1050,USD,2026-08-13,Artemis Fine Arts,,388,,"Cathryne Trachok (American, XX-XXI). ""In A Georgia State of Mind"" oil on board, n.d. Initialed at lower right. A stunning painting depicting iris blooms of fuchsia, yellow, and white hues, meticulously painted by contemporary artist Cathy Trachok. Trachok's philosophy is that art is a ""shared experience"" that communicates ""across cultures, time and experience."" She further elaborates, ""There is magic in art, inviting all to look, and yet allowing each individual to interpret that image in their mind's eye."" A beautifully painted homage to an iris flower, mounted in an attractive custom frame. Size (painting): 6"" L x 6"" W (15.2 cm x 15.2 cm) Size (frame): 12"" L x 12"" W (30.5 cm x 30.5 cm) About the Artist: ""Cathryne Trachok has been an artist for the past 35+ years. Since graduating from the University of Nevada with a BFA, she has attended Art Center College of Design, worked in commercial art, illustrated children’s books, and done public artworks. She is currently working as a fine artist, supplementing her studio time by attending workshops with some of the most prestigious artists in contemporary art today including David Leffel, Sherrie McGraw, and Peggi Kroll Roberts. Her paintings have been commissioned by the Reno Rodeo, two Federal Judges, and clients from Greece to Hawaii. Her work has been featured in shows and Galleries throughout the Southwestern United States. She completed a 6’ x 18’ mural for the Children’s Section of the Napa County Library, and a 9’ x 18’ mosaic for an elementary school in Napa. In March of 2022 she had a one woman show at Cheryl Newby Gallery, Pawleys Island, SC. In the past few years she has been accepted into many National Juried Competitions, including Oil Painters of America National and Western Regional Shows, Women Artists of the West annual juried exhibition, California Art Club Gold Medal Exhibition, American Women Artists, and Art Renewal Center International. In 2015 she won Best of Show in the AWA National Juried Exhibition in Scottsdale, AZ. She belongs to Oil Painters of America, International Guild of Realism, Art Renewal Center, Women Artists Of The West, and California Art Club (artist member.) She lives in Napa, CA with her family. Currently her artwork is represented by Mary Williams Fine Arts, in Boulder, CO, and Floyd Fine Arts, Pawleys Island, SC."" (source: artist's website) Provenance: private Colorado, USA collection; Private collection of a Private Colorado Family SHIPPING: We coordinate worldwide shipping in-house through specialist international forwarders experienced with fine art and antiquities customs manifests. International buyers must confirm, prior to bidding, that their country's customs authority will accept the item. All duties, taxes, clearance fees, and any costs arising from customs delays, seizures, re-export, returns, or loss in transit are the buyer's sole responsibility. Artemis assumes no liability for items refused entry, detained, or lost after export. We cannot ship ancient items to their country of origin (Egyptian to Egypt, Greek to Greece, etc.). PAYMENT EXCEPTION: For clients not previously established with Artemis, payment for all gold, precious metal, and gemstone lots must be made by bank wire transfer or certified bank check/money order, without exception. Item # 202061 — Current bid at capture: $250",invaluable-site,2026-08-07
"meta:timeline auctions|2132|2026-09-11|russian orthodox enamelled bronze triptych icon with christ, virgin mary and saint john","Russian Orthodox Enamelled Bronze Triptych Icon with Christ, Virgin Mary and Saint John",other,,,estimate,,200,300,GBP,2026-09-11,TimeLine Auctions,,2132,,"Circa 1820 A.D. Depicting the Deesis divided in three panels, with Jesus Christ at the centre, Saint Mary on the left panel and Saint John the Baptist on the right; God holding the Gospel in his left hand and raising his right hand in blessing; Mary with veiled head and mantle, wearing a maphorion mantle over an embroidered robe and holding a scroll; Saint John, portrayed as an elderly man, wearing a camel-skin robe, winged and holding a bowl containing an infant with flexed legs and raised right hand, the saints right hand pointing toward the infant Jesus, his left hand holding a scroll with the prophecy of Isaiah, while the right hand is raised in blessing gesture; Old Slavic inscription around the figures: '?C ??' (Jesus Christ); '?? ??'(Mother of God), Saint John the Precursor (?????? ?????????); the images framed by a pseudo-vegetal and abstract decorations; the instruments of the Passion and the city of Jerusalem on the cover. Cf. Eighme Ahlborn, R., Beaver-Bricken Espinola, V., Russian Copper Icons and crosses from the Kunz Collection: Castings of Faith, Washington, 1991, nos.25819.083, p.50, 25819.142 and 143, pp.63ff., for similar iconography. 553 grams, 10 cm (4 in.). Ex David Miller, Hemel Hempstead, London, UK. From the private collection of a West London, UK, gentleman, formed since the early 2000s. The Deisis or Deesis (??????, Gk. for supplication) was the depiction of the Virgin, John the Baptist and possibly many more saints interceding with Christ on behalf of mankind. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $190",invaluable-site,2026-08-07
"meta:rob michiels auctions|112|2026-09-04|a chinese blue and white 'magic fountain' ewer, chang sheng bu lao 長生不老 mark, jiajing","A CHINESE BLUE AND WHITE 'MAGIC FOUNTAIN' EWER, CHANG SHENG BU LAO 長生不老 MARK, JIAJING",other,,,estimate,,40000,80000,EUR,2026-09-04,Rob Michiels Auctions,,112,,"L.: 20,9 cm - H.: 32,1 cm Provenance: - A Dutch private collection. - Marchant, London, with their label to the base. - The Mr. and Mrs. Baert-Devos Collection, Belgium. Acquired from the above on 6 April 2010, accompanied by a copy of their original invoice. (see added scan) Exhibited and published: - Marchant, included in their June 2010 exhibition of 'Recent Acquisitions', and published in the accompanying catalogue pp. 8-9, no. 3 and back cover. Also illustrated in their 2025 publication, 'One Hundred Years', vol II, p. 220, no. 1433 This rare blue and white porcelain ewer belongs to the celebrated group of so-called ‘Magic Fountain’ vessels, among the most imaginative and technically sophisticated wares produced at Jingdezhen during the Jiajing reign. The compressed pear-shaped body with tall curved spout and looped handle derives from Near Eastern metalwork prototypes, reflecting the extensive artistic exchange between China and the Islamic world. Successfully translated into porcelain from the fourteenth century onward, this distinctive form was produced for both domestic and export markets. The decoration centres on the enigmatic ‘Magic Fountain’ motif: a monumental basin issuing streams of water, supported by a crouching qilin and framed by stylised architectural and flame-like elements. The origin of this imagery has long been debated. In 1952, Sir Percival David connected the design with the legendary mechanical fountain made by the Parisian goldsmith Guillaume Boucher for Möngke Khan at Karakorum in 1254. Later scholars proposed a more immediate European source, suggesting inspiration from Renaissance fountains transmitted to China through prints, paintings, tapestries, or Jesuit networks active in the sixteenth century. The imagery would also have resonated with the Daoist interests of the Jiajing emperor, whose court was deeply preoccupied with immortality and longevity. In this context, the magical fountain may have symbolised life-giving or eternal qualities, making such vessels particularly appropriate for imperial taste. By the seventeenth century these ewers had become prized export objects, appearing in both Middle Eastern collections and European still-life paintings. Reference: Comparable examples are in The Metropolitan Museum, New York, object no. 2023.582 the Victoria and Albert Museum, London, accession no. C.105-1928 and The Topkapi Saray Museum, Istanbul, Turkey, inv. no. TKS15/173 for a near-identical example and inv. no. TKS15/1462 for another Jiajing mark and period example. Literature:  - Sir Percival David, 'The Magic Fountain in Chinese Ceramic Art: An Exercise in Illustrational Interpretation, Bulletin of the Museum of Far Eastern Antiquities', 1952. - J. Ayers, R. Krahl, 'Chinese Ceramics in the Topkapi Saray Museum, Istanbul. Yuan and Ming Dynasty Porcelains', vol. II, 1986, nos. 1013-1016.  - A. Pope, 'Chinese Porcelains from the Ardebil Shrine', 1956, pl. 99. - J. Harrison-Hall, 'Catalogue of Late Yuan and Ming Ceramics in the British Museum', 2001, p. 221, no. 9:10. — Current bid at capture: $32,000",invaluable-site,2026-08-07
meta:timeline auctions|4041|2026-09-16|great britain. hanover victoria av half sovereign.,Great Britain. Hanover Victoria AV Half Sovereign.,other,,,estimate,,250,350,GBP,2026-09-16,TimeLine Auctions,,4041,,"Dated 1887. Royal Mint. 2nd portrait. No JEB. Joseph Edgar Boehm, engraver.. VICTORIA DEI GRATIA BRIT: REGINA F: D:, crowned and veiled Jubilee bust to left; no JEB on truncation / BRITANNIARUM REGINA FID: DEF:, crowned and embellished shield-of-arms; date in exergue. Marsh 478B; SCBC 3869C. The issues the mint encountered with the Jubilee coins are well documented and were exacerbated by the pressure for the coins to be ready for the Queen's Golden Jubilee on 20 June 1887. Records show that 1,771,425 half-sovereigns were struck in 1887, but only 871,770, less than 50% of the total, were fit for circulation. The Jubilee head seriesin all denominationsprovides collectors with a unique insight into the workings of the Mint. Due to time restraints the Jubilee head designer Joseph Edgar Boehms initials JEB were individually punched onto six master dies for each mint (London, Sydney and Melbourne) by Royal Mint employee William Poplett, creating no less than 23 varieties of 1887 Jubilee Head half sovereigns. It is unknown at which point in the process Jubilee coins without the JEB were struck. They were possibly the first coins struck before William Poplett punched in the JEB on six master dies. In any case, the 1887 half sovereign without JEB is extremely rare. In their publication 'The Jubilee Head Gold Half Sovereign 1887-1893' (Sovereign Rarities, 2019), David Iverson and Steve Hill estimate that no more than three dies were used with no JEB, indicating a production estimate of around 10,000 coins. 33.78 grams total, 82 mm including case (3 1/4 in.). PCGS MS61-S3869C / 49916579, Without JEB. Acquired on the UK coin market. From the private coin collection of a West London, UK, gentleman. TimeLine Auctions follows a rigorous vetting process to ensure the authenticity and legality of all items, reinforcing our commitment to integrity and responsible trading. Each antiquity, antique, and coin lot undergoes thorough examination by a vetting committee of at least ten external specialists, professional trade association members, scientists, and archaeologists. See our website for more information. — Current bid at capture: $220",invaluable-site,2026-08-07
"meta:rob michiels auctions|6|2026-09-04|a chinese blue and white 'elephant' kendi, wanli","A CHINESE BLUE AND WHITE 'ELEPHANT' KENDI, WANLI",other,,,estimate,,8000,12000,EUR,2026-09-04,Rob Michiels Auctions,,6,,"L.: 15,6 cm - H.: 20 cm Provenance: - Vanderven Oriental Art, 's Hertogenbosch. - The Mr. and Mrs. Baert-Devos Collection, Belgium. Acquired from the above on 1 September 1989 and accompanied by a copy of their original invoice and taxation rapport. (see added scans) Finely modelled after recumbent elephant, the raised head turned upwards with the tusks ingeniously fashioned as spouts, the compressed body draped with a tasselled saddle cloth painted on either side with a horse standing within a fenced paddock, reserved within an octofoil panel against a blue-washed diaper ground. The back moulded with an octofoil collar incorporating three ruyi-head projections, from which rises a flared cylindrical neck painted with flowering prunus branches beneath paired crescent motifs. The details of the elephant rendered with characteristic simplicity, the eyes and facial features delicately outlined in underglaze blue. Kendis of elephant form rank amongst the most imaginative productions of the late Ming export kilns at Jingdezhen. The form derives from the Southeast Asian kendi, a water vessel designed for pouring without a handle, adapted by Chinese potters into a variety of sculptural forms for export markets throughout maritime Asia. The elephant, long associated with strength, wisdom and peace, was particularly admired in both Buddhist and courtly contexts, while the horse depicted on the saddle cloth may allude to official success, military prowess or the exchange of tribute animals. 此軍持塑作臥象形，象首高昂，雙牙巧製為流。象身扁圓，背披流蘇鞍毯，兩面於八瓣葵形開光內各繪一匹駿馬立於圍欄之中，開光外以淡青花錦地紋為飾。象背塑八瓣葵形座，外伸三枚如意雲頭，其上承外撇筒形長頸，頸部繪折枝梅花，上飾成對月牙紋。象眼及面部細節以青花勾勒，筆法簡潔而傳神。 象形軍持堪稱晚明景德鎮外銷瓷中最富想像力的器形之一。其造型源自東南亞傳統軍持，一種無柄注水器，後經中國陶工改製成各式動物及雕塑形態，遠銷海上亞洲各地。象自古象徵力量、智慧與和平，在佛教及宮廷文化中尤受推崇；鞍毯上的駿馬則可能寓意仕途騰達、武功顯赫，亦或與貢馬及珍禽異獸的交流相關。 Reference: - Christie's New York, 21 January 2009, lot 165 for a near-identical example. (sold USD 47.500) - Bonhams Skinner, 27 March 2023, lot 4 for a closely related example. (sold USD 25.050) - A near-identical example is depicted on a Dutch mid-seventeenth Century still-life monogrammed 'W.K.', thought to be of the oeuvre of Willem Kalf. (See attached image, courtesy of Staatliche Kunstsammlungen, Weimar.) Literature: - M. Rinaldi, 'Kraak Porcelain. A Moment in the History of Trade', 1989, pp. 180-181. - R. Krahl, 'Chinese Ceramics in the Topkapi Saray Museum Istanbul', vol. II, illus. 1293-1295. - M. Medley, 'Illustrated Catalogue of Porcelains in Undrglaze Blue and Copper Red in The Percival David Foundation of Chinese Art', illus. A665. — Current bid at capture: $6,500",invaluable-site,2026-08-07
