id,piece_name,category,era_or_year,materials_gemstones,price_type,sold_price,estimate_low,estimate_high,currency_note,sale_date,auction_house,sale_name,lot_number,listing_url,notes,source,first_captured
meta:sotheby's||2021-05-18|diamond clip-brooch,Diamond Clip-Brooch,brooch,,,hammer,12600,15000,20000,USD,2021-05-18,Sotheby's,N10858,,,"Designed as a pansy, centering an old European-cut diamond, the petals set with numerous single-cut diamonds. Old European-cut diamond weighing approximately 1.40 caratsSingle-cut diamonds weighing a total of approximately 14.00 caratsDimensions 2 x 2 inchesSigned WebbPlatinum and 18 karat gold — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-09-13|pair of peridot, tourmaline, sapphire and diamond earclips","Pair of Peridot, Tourmaline, Sapphire and Diamond Earclips",earrings,,,hammer,12600,7000,9000,USD,2022-09-13,Sotheby's,N11070,,,"Suspending two pear-shaped peridots, the surmounts featuring pear-shaped green tourmalines, connected by and accented with round diamonds and square-cut sapphires. Diamonds weighing a total of approximately 2.20 caratsLength 2⅛ inchesSigned Webb18 karat gold — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-05-18|gold and diamond clip-brooch,Gold and Diamond Clip-Brooch,brooch,,,hammer,12600,6000,8000,USD,2021-05-18,Sotheby's,N10858,,,"Composed of fluted, hammered gold, adorned with round diamonds. Diamonds weighing a total of approximately 4.55 caratsDimensions 2⅛ x 2⅛ inchesSigned Webb18 karat gold and platinumGross weight approximately 29 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-06-14|gold, enamel, ruby and diamond clip-brooch","Gold, Enamel, Ruby and Diamond Clip-Brooch",brooch,,,hammer,12600,10000,15000,USD,2022-06-14,Sotheby's,N10960,,,"Designed as a goat applied with white enamel, the mane highlighted with round diamonds, the eyes set with ruby cabochons. Diamonds weighing a total of approximately 1.35 caratsDimensions 3½ x 2½ inchesSigned Webb18 karat gold and platinumGross weight approximately 52 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-09-28|david webb | bague saphirs, rubis, émeraudes, diamants | sapphire, ruby, emerald and diamond ring","David Webb | Bague saphirs, rubis, émeraudes, diamants | Sapphire, ruby, emerald and diamond ring",ring,,,hammer,12600,9500,12000,EUR,2022-09-28,Sotheby's,PF2220,,,"David Webb | Bague saphirs, rubis, émeraudes, diamants David Webb | Sapphire, ruby, emerald and diamond ring Ornée de saphirs, rubis et émeraudes gravées, réhaussée de diamants taille brillant, tour de doigt 51, signée David Webb, poinçons français d'import pour le platine (950°/00) et l'or 18K (750°/00), poids brut 17.86 g. Set with engraved sapphires, rubies and emeralds, highlighted with brilliant-cut diamonds, size 51, signed David Webb, French import assay marks for platinum and 18 carat gold, gross weight 17.86 grams. — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
meta:sotheby's||2022-03-09|pair of gold earclips,Pair of Gold Earclips,earrings,,,hammer,12600,10000,15000,USD,2022-03-09,Sotheby's,N11069,,,"Of doorknocker design, composed of hammered gold. Length 2 inchesSigned Webb18 karat goldTotal gross weight approximately 48 dwts — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-10-22|david webb | ruby, emerald, sapphire and diamond ring","David Webb | Ruby, Emerald, Sapphire and Diamond Ring",ring,,,hammer,12600,10000,15000,USD,2020-10-22,Sotheby's,N10443,,,"Property of a Private South Carolina Lady David Webb Ruby, Emerald, Sapphire and Diamond Ring Of scroll design, featuring ruby, emerald and sapphire cabochons, framed by two rows of round diamonds, size 6¾, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-03-09|pair of gold, diamond and enamel earclips","Pair of Gold, Diamond and Enamel Earclips",earrings,,,hammer,12600,6000,8000,USD,2022-03-09,Sotheby's,N11069,,,"Designed as geometric panels applied with black enamel, decorated with round diamonds. Diamonds weighing a total of approximately 3.00 caratsLength 1½ inchesSigned Webb18 karat gold and platinumTotal gross weight approximately 30 dwts — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2022-12-12|pair of gold and diamond earclips,Pair of Gold and Diamond Earclips,earrings,,,hammer,12600,8000,12000,USD,2022-12-12,Sotheby's,N11117,,,The gold discs set with round diamonds. Diamonds weighing a total of approximately 5.80 caratsLength 1¼ inchesSigned Webb18 karat gold and platinumGross weight approximately 23 dwtsFitted with posts — Auction type: Online Auctions — Location: New York,sothebys-site,2026-08-07
meta:sotheby's||2021-05-18|pair of ruby and diamond earclips,Pair of Ruby and Diamond Earclips,earrings,,,hammer,12600,10000,15000,USD,2021-05-18,Sotheby's,N10858,,,"Of door knocker design, pavé-set with round rubies and diamonds. Diamonds weighing a total of approximately 3.25 caratsLength 1⅜ inchesSigned David Webb, numbered FC3018 karat gold — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2020-09-30|david webb | pair of gold earclips,DAVID WEBB | PAIR OF GOLD EARCLIPS,earrings,,,hammer,12500,10000,15000,USD,2020-09-30,Sotheby's,N10524,,,"DAVID WEBB PAIR OF GOLD EARCLIPS Of door knocker design, composed of hammered gold. Length 1¾ inchesSigned Webb18 karat goldCirca 1970sGross weight approximately 34 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-03-25|pair of turquoise, sapphire and diamond earclips, david webb","PAIR OF TURQUOISE, SAPPHIRE AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,12500,5000,7000,USD,2020-03-25,Sotheby's,N10360,,,"Property of a Private Collector PAIR OF TURQUOISE, SAPPHIRE AND DIAMOND EARCLIPS, DAVID WEBB Of domed design, set with rows of turquoise cabochons and round sapphires, accented by round diamonds. Round diamonds estimated to weigh a total of approximately 0.70 caratSigned Webb18 karat gold — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2020-09-30|david webb | gold bangle-bracelet,DAVID WEBB | GOLD BANGLE-BRACELET,bracelet,,,hammer,12500,12000,18000,USD,2020-09-30,Sotheby's,N10524,,,"DAVID WEBB GOLD BANGLE-BRACELET Of bypass scroll design, composed of textured gold. Internal circumference 6 inchesSigned Webb18 karat goldCirca 1970-1980sGross weight approximately 53 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|gold necklace, david webb","GOLD NECKLACE, DAVID WEBB",necklace,,,hammer,12500,8000,12000,USD,2019-09-25,Sotheby's,N10129,,,"Composed of three hammered gold plaques and polished scroll-shaped links, gross weight approximately 94 dwts, internal circumference 14¼ inches, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|pair of ruby, emerald, sapphire, diamond and enamel earclips, david webb","PAIR OF RUBY, EMERALD, SAPPHIRE, DIAMOND AND ENAMEL EARCLIPS, DAVID WEBB",earrings,,,hammer,12500,8000,12000,USD,2019-09-25,Sotheby's,N10129,,,"Featuring ruby, emerald and sapphire cabochons, framed and accented by round and single-cut diamonds, highlighted with black enamel, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|pair of gold and jade pendant-earclips, david webb","PAIR OF GOLD AND JADE PENDANT-EARCLIPS, DAVID WEBB",necklace,,,hammer,12500,7000,9000,USD,2019-09-25,Sotheby's,N10129,,,"Set with carved jade plaques in stylized hammered gold mountings, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-06-06|turquoise and diamond brooch, david webb","TURQUOISE AND DIAMOND BROOCH, DAVID WEBB",brooch,,,hammer,12500,10000,15000,USD,2019-06-06,Sotheby's,N10092,,,"Of floral design, featuring two pear-shaped turquoise cabochon flower buds with intertwining stems set with round diamonds, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2025-03-26|bague perle de culture et diamant | cultured pearl and diamond ring,Bague perle de culture et diamant | Cultured pearl and diamond ring,ring,,,hammer,12065,7000,14000,EUR,2025-03-26,Sotheby's,PF2510,,,"De forme carrée, ornée d'une perle de culture bouton, la monture ajourée pavée de diamants taille brillant, tour de doigt 56, signée, poinçons italiens et français d'import pour l'or 18k (750°/00), poids brut 27.39 g. Of square outline, ornated with a button cultured pearl, the open work mount pavé-set with brilliant-cut diamonds, size 56, signed, Italian and French import assay marks for 18 carat gold, gross weight 27.39 grams. — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
"meta:sotheby's||2023-04-20|a pair of gold, platinum and diamond earclips","A Pair of Gold, Platinum and Diamond Earclips",earrings,,,hammer,12065,6000,8000,USD,2023-04-20,Sotheby's,N11305,,,"Designed as hammered gold teardrop shapes set with rows of round diamonds, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2025-12-11|gold, rock crystal, ruby, and diamond brooch","Gold, Rock Crystal, Ruby, and Diamond Brooch",brooch,,,hammer,12065,5000,7000,USD,2025-12-11,Sotheby's,N11817,,,"Designed as a frog, featuring a faceted pear-shaped rock crystal, with ruby cabochon eyes, accented by round diamonds. Dimensions approximately 2¼ x 2¼ inchesSigned David Webb18 karat gold and platinumGross weight approximately 45 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2023-04-20|a pair of gold bangle-bracelets,A Pair of Gold Bangle-Bracelets,bracelet,,,hammer,12065,7000,10000,USD,2023-04-20,Sotheby's,N11305,,,"Of textured ribbon twist design, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-05-16|sapphire, opal and diamond demi-parure, 1960s","Sapphire, opal and diamond demi-parure, 1960s",other,,,hammer,12065,15000,20000,CHF,2024-05-16,Sotheby's,GE2419,,,"Comprising: a brooch/pendant designed as a stylised flowerhead set with circular-cut sapphires and oval opals, accented by brilliant-cut diamonds; and a pair of ear clips of similar design; each signed Webb. — Auction type: Online Auctions — Location: Geneva",sothebys-site,2026-08-07
url:www.ragoarts.com/auctions/2024/12/holiday-jewels/231,"Star sapphire, ruby, and diamond ring",ring,,,hammer,12000,15000,20000,,2024-12,Rago,Holiday Jewels & Watches,231,https://www.ragoarts.com/auctions/2024/12/holiday-jewels/231,"Premium price $15,480 (incl. buyer's premium)",rago-site,2026-08-06
"meta:sotheby's||2024-06-10|pair of gold, rock crystal and diamond 'twilight' earclips and pair of gold and diamond 'asheville' earclips","Pair of Gold, Rock Crystal and Diamond 'Twilight' Earclips and Pair of Gold and Diamond 'Asheville' Earclips",earrings,,,hammer,12000,10000,15000,USD,2024-06-10,Sotheby's,N11520,,,"Each of teardrop form, one pair set with pear-shaped rock crystals accented by round diamonds, the other pair composed of curved motifs accented by round diamonds. Length 1¼ and 1⅛ inchesSigned Webb and David WebbOne pair 18 karat gold and platinum, one pair 18 karat goldTotal gross weight approximately 38 dwtsAccompanied by two signed pouchesAccompanied by two Certificates of Authenticity from David Webb dated August 12, 2020 — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2024-09-20|pair of enamel and diamond earclips,Pair of Enamel and Diamond Earclips,earrings,,,hammer,12000,10000,15000,USD,2024-09-20,Sotheby's,N11522,,,"Designed as geometric panels applied with black enamel, decorated with round diamonds. Length 1¼ inchesSigned Webb18 karat gold and platinumGross weight approximately 25 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2024-05-30|pair of gem-set and diamond ear clips,Pair of gem-set and diamond ear clips,earrings,,,hammer,12000,8000,12000,GBP,2024-05-30,Sotheby's,L24050,,,"Designed as concentric rings set with cabochon rubies, sapphires and emeralds, accented by brilliant-cut diamonds, signed Webb. — Auction type: Online Auctions — Location: London",sothebys-site,2026-08-07
"meta:sotheby's||2024-09-20|rock crystal, cultured pearl and diamond ring","Rock Crystal, Cultured Pearl and Diamond Ring",ring,,,hammer,12000,6000,8000,USD,2024-09-20,Sotheby's,N11522,,,"Featuring a button-shaped cultured pearl, framed by round diamonds, set on top a carved rock crystal base. Size 7¾Signed WebbPlatinum and 18 karat white gold — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2004-06-08|pair of diamond pendant-earclips, david webb","Pair of diamond pendant-earclips, David Webb",necklace,,,hammer,12000,10000,12000,USD,2004-06-08,Sotheby's,N01750,,,"The long articulated foliate clusters set with 259 round diamonds weighing approximately 14.00 carats, mounted in platinum and 18 karat gold, signed Webb, 1 diamond missing. — Auction type: Legacy Auction",sothebys-site,2026-08-07
"meta:sotheby's||2021-04-15|david webb | pair of gold, turquoise and diamond earclips","David Webb | Pair of Gold, Turquoise and Diamond Earclips",earrings,,,hammer,11970,8000,12000,USD,2021-04-15,Sotheby's,N10665,,,"David Webb | Pair of Gold, Turquoise and Diamond Earclips Centering pear-shaped turquoise cabochons, accented by round diamonds, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-12-12|pair of ruby, emerald, sapphire, enamel and diamond earclips","Pair of Ruby, Emerald, Sapphire, Enamel and Diamond Earclips",earrings,,,hammer,11970,8000,12000,USD,2022-12-12,Sotheby's,N11117,,,"Featuring ruby, emerald and sapphire cabochons, framed and accented by round and single-cut diamonds, highlighted with black enamel. Diamonds weighing a total of approximately 3.00 caratsLength 1 inchSigned Webb18 karat gold and platinumGross weight approximately 22 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-06-11|pair of rock crystal and diamond earclips,Pair of Rock Crystal and Diamond Earclips,earrings,,,hammer,11970,8000,12000,USD,2021-06-11,Sotheby's,N10666,,,"Of domed design, composed of carved rock crystal, topped by round diamonds. Diamonds weighing a total of approximately 2.25 caratsLength 1 inchSigned Webb18 karat white gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-05-18|gold and diamond ring,Gold and Diamond Ring,ring,,,hammer,11970,7000,9000,USD,2021-05-18,Sotheby's,N10858,,,"Featuring a dome pavé-set with round diamonds, within a fluted gold mounting. Diamonds weighing a total of approximately 3.30 caratsSize 6Signed Webb18 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2020-07-23|david webb | diamond and enamel 'tire' ring,DAVID WEBB | DIAMOND AND ENAMEL 'TIRE' RING,ring,,,hammer,11875,10000,15000,USD,2020-07-23,Sotheby's,N10407,,,"DAVID WEBB DIAMOND AND ENAMEL 'TIRE' RING The central octagon pavé-set with round diamonds, the scrolled mounting applied with red enamel. · Diamonds weighing a total of approximately 2.00 carats · Size 6 · Signed David Webb · 18 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-04-29|gold, amethyst and turquoise ring, david webb","GOLD, AMETHYST AND TURQUOISE RING, DAVID WEBB",ring,,,hammer,11875,5000,7000,USD,2020-04-29,Sotheby's,N10353,,,"Property of a Private Collector, New York, New York GOLD, AMETHYST AND TURQUOISE RING, DAVID WEBB Centering an emerald-cut amethyst weighing approximately 8.95 carats, framed by turquoise cabochons, within a gold scalloped openwork mounting, size 6, signed Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-03-25|two pairs of enamel and diamond earclips, david webb","TWO PAIRS OF ENAMEL AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,11875,3000,5000,USD,2020-03-25,Sotheby's,N10360,,,"SOLD WITHOUT RESERVE Property of a Private American Collector TWO PAIRS OF ENAMEL AND DIAMOND EARCLIPS, DAVID WEBB Comprising a pair of earclips applied with black enamel and adorned with X-shaped motifs set with round diamonds, the other pair applied with white enamel, centering bezel-set round diamonds. Round diamonds estimated to weigh a total of approximately 2.85 caratsLength approximately ⅞ inch eachEach signed WebbPlatinum and 18 karat gold — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|enamel and diamond ring, david webb","ENAMEL AND DIAMOND RING, DAVID WEBB",ring,,,hammer,11875,6000,8000,USD,2019-09-25,Sotheby's,N10129,,,"The oval plaque pavé-set with round diamonds, framed with black enamel, accented with four radiating lines of round diamonds topped with baguette diamonds, size 5¼, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-06-06|pair of azurmalachite, ruby and diamond earclips, david webb","PAIR OF AZURMALACHITE, RUBY AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,11875,6000,8000,USD,2019-06-06,Sotheby's,N10092,,,"Composed of fluted azurmalachite topped with oval ruby cabochons measuring approximately 10.6 x 7.8 mm and 10.4 x 8.1 mm, framed with round diamonds, signed Webb. Fitted with pendant hooks. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2018-10-17|enamel and diamond necklace, david webb","ENAMEL AND DIAMOND NECKLACE, DAVID WEBB",necklace,,,hammer,11875,8000,12000,USD,2018-10-17,Sotheby's,N09953,,,"Composed of a series of graduated links, applied with alternating blue and red enamel, highlighted at the front with round diamonds, gross weight approximately 64 dwts, length 14¾ inch, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2025-12-11|white gold, cultured pearl and diamond cuff-bracelet","White Gold, Cultured Pearl and Diamond Cuff-Bracelet",bracelet,,,hammer,11430,6000,8000,USD,2025-12-11,Sotheby's,N11817,,,"Of crossover design, composed of white gold ropetwist, the terminals decorated with clusters of round cultured pearls, embellished with round diamonds. Internal circumference approximately 6 inchesSigned Webb14 karat white goldAccompanied by a signed box — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-05-16|enamel, ruby and diamond brooch, 'gypsy monkey'","Enamel, ruby and diamond brooch, 'Gypsy Monkey'",brooch,,,hammer,11430,6000,8000,CHF,2024-05-16,Sotheby's,GE2419,,,"Designed as a green and white enamelled monkey with cabochon ruby eyes wearing a bracelet of brilliant-cut diamonds and a ropetwist hoop earring, signed Webb. — Auction type: Online Auctions — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2021-05-18|azurmalachite, turquoise and diamond pendant","Azurmalachite, Turquoise and Diamond Pendant",necklace,,,hammer,11340,5000,7000,USD,2021-05-18,Sotheby's,N10858,,,"Featuring a fluted azurmalachite base, topped by a turquoise cabochon, framed and accented by round diamonds. Diamonds weighing a total of approximately 1.50 caratsLength inclusive of bail 1¾ inchesSigned David Webb, numbered JC2918 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2021-08-31|gold, onyx and diamond necklace","Gold, Onyx and Diamond Necklace",necklace,,,hammer,11340,5000,7000,USD,2021-08-31,Sotheby's,N10769,,,"The rectangular gold link chain suspending three geometric plaques applied with onyx, each decorated with round diamonds. Diamonds weighing a total of approximately 2.75 caratsInternal circumference 19 inchesSigned Webb18 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2021-05-18|pair of gold, turquoise and diamond earclips","Pair of Gold, Turquoise and Diamond Earclips",earrings,,,hammer,11340,5000,7000,USD,2021-05-18,Sotheby's,N10858,,,"Each composed of two interlocked gold links, set at the top and bottom with turquoise cabochons, accented by round diamonds. Diamonds weighing a total of approximately 1.90 caratsLength 1⅛ inchesSigned Webb18 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-05-18|gold necklace,Gold Necklace,necklace,,,hammer,11340,4500,6500,USD,2021-05-18,Sotheby's,N10858,,,"Composed of hammered gold scalloped links. Length 30 inches, detachable into 9½ and 20½-inch segmentsSigned Webb, numbered AP6518 karat goldGross weight approximately 95 dwtsFitted with pendant loop — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2022-02-10|cultured pearl and diamond ring,Cultured pearl and diamond ring,ring,,,hammer,11340,2000,3000,GBP,2022-02-10,Sotheby's,L22050,,,"Of toi-et-moi design, set with a grey and cream cultured pearl, the shoulders set with brilliant-cut and marquise-shaped diamonds, size P1/2, signed Webb. — Auction type: Online Auctions — Location: London",sothebys-site,2026-08-07
meta:sotheby's||2021-07-07|pair of gem set and diamond ear clips,Pair of gem set and diamond ear clips,earrings,,,hammer,11340,9000,14000,CHF,2021-07-07,Sotheby's,GE2122,,,"David Webb Pair of gem set and diamond ear clips Set with cabochon rubies, emeralds and sapphires and brilliant-cut diamonds, signed Webb. — Auction type: Online Auctions — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2021-05-18|pair of gold, lapis lazuli and diamond earclips","Pair of Gold, Lapis Lazuli and Diamond Earclips",earrings,,,hammer,11340,4000,6000,USD,2021-05-18,Sotheby's,N10858,,,"Centering pear-shaped lapis lazuli cabochons, within hammered gold frames set with round diamonds. Diamonds weighing a total of approximately 1.60 caratsLength 1⅛ inchesSigned David Webb18 karat gold and platinumFitted with pendant hooks — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-06|gold bangle, david webb","GOLD BANGLE, DAVID WEBB",bracelet,,,hammer,11250,3000,5000,CHF,2019-12-06,Sotheby's,GE1915,,,"Property of a Lady GOLD BANGLE, DAVID WEBB The wide cuff modelled with a panther motif, inner circumference approximately 160mm, signed Webb. — Auction type: Main Sales — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2019-04-17|pair of coral, emerald and diamond earclips, david webb","PAIR OF CORAL, EMERALD AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,11250,5000,7000,USD,2019-04-17,Sotheby's,N10052,,,"Designed as stylized fruit, featuring carved coral cabochons, accented by cabochon emeralds and round diamonds, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
url:www.ragoarts.com/auctions/2021/05/jewels-watches/135,"Coral, diamond, and gold bracelet",bracelet,,,hammer,11000,12000,15000,,2021-05,Rago,Jewels & Watches,135,https://www.ragoarts.com/auctions/2021/05/jewels-watches/135,"Premium price $13,750 (incl. buyer's premium)",rago-site,2026-08-06
"meta:sotheby's||2004-12-08|18k gold & white enamel necklace and earclips, david webb","18K GOLD & WHITE ENAMEL NECKLACE AND EARCLIPS, DAVID WEBB",necklace,,,hammer,11000,6000,8000,USD,2004-12-08,Sotheby's,N01747,,,"Tot gr wt approx. 222 dwts., length 25 ins. — Auction type: Legacy Auction",sothebys-site,2026-08-07
"meta:sotheby's||2024-12-12|gold, enamel and diamond ring","Gold, Enamel and Diamond Ring",ring,,,hammer,10800,6000,8000,USD,2024-12-12,Sotheby's,N11524,,,"Of geometric design, applied with white enamel and set with round diamonds. Size 6Signed David Webb, numbered BS17518 karat gold and platinumGross weight approximately 19 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2023-03-08|pair of gold and diamond earclips,Pair of Gold and Diamond Earclips,earrings,,,hammer,10795,6000,8000,USD,2023-03-08,Sotheby's,N11263,,,Designed as fluted loop motifs composed of hammered gold and accented by round diamonds. Diamonds weighing a total of approximately 3.70 caratsLength 1¼ inchesSigned Webb18 karat goldGross weight approximately 34 dwts — Auction type: Main Sales — Location: New York,sothebys-site,2026-08-07
meta:sotheby's||2021-05-18|pair of diamond earclips,Pair of Diamond Earclips,earrings,,,estimate,10710,15000,20000,USD,2021-05-18,Sotheby's,N10858,,,Designed as cushion-shaped domes pavé-set with round diamonds. Diamonds weighing a total of approximately 15.00 to 17.00 caratsLength ⅞ inchSigned Webb18 karat white gold and platinum Fitted with pendant hooks — Auction type: Online Auctions — Location: New York,sothebys-site,2026-08-07
"meta:sotheby's||2021-05-18|pair of gold, gem-set and diamond earclips","Pair of Gold, Gem-Set and Diamond Earclips",earrings,,,hammer,10710,8000,12000,USD,2021-05-18,Sotheby's,N10858,,,"Featuring cabochon rubies, emeralds and sapphires, topped by gold fans embellished with round diamonds. Diamonds weighing a total of approximately 2.60 caratsLength 1¼ inchesSigned David Webb18 karat gold and platinumGross weight approximately 28 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2021-05-18|pair of gold, amethyst and diamond earclips","Pair of Gold, Amethyst and Diamond Earclips",earrings,,,hammer,10710,5000,7000,USD,2021-05-18,Sotheby's,N10858,,,"Each composed of interlocked gold hoops, suspending round amethyst briolettes, highlighted with bands of round diamonds. Diamonds weighing a total of approximately 3.45 caratsLength 1⅝ inchesSigned David Webb, numbered CC5118 karat gold and platinumGross weight approximately 33 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-06-11|pair of enamel and diamond earclips,Pair of Enamel and Diamond Earclips,earrings,,,hammer,10710,6000,8000,USD,2021-06-11,Sotheby's,N10666,,,"Designed as hoops applied with bands of black enamel alternating with lines of gold, accented by round diamonds. Diamonds weighing a total of approximately 2.40 caratsLength 1⅛ inchesSigned Webb18 karat gold and platinumGross weight approximately 30 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-12-12|pair of gold, enamel and diamond earclips","Pair of Gold, Enamel and Diamond Earclips",earrings,,,hammer,10710,5000,7000,USD,2022-12-12,Sotheby's,N11117,,,"Of buckle design, with tongues and aglets set with round diamonds, applied with black enamel. Diamonds weighing a total of approximately 0.95 caratLength 1⅛ inchesSigned Webb18 karat goldGross weight approximately 34 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-03-25|gold, ruby and enamel bracelet, david webb","GOLD, RUBY AND ENAMEL BRACELET, DAVID WEBB",bracelet,,,hammer,10625,7000,9000,USD,2020-03-25,Sotheby's,N10360,,,"Property from the Collection of Jack Vanderwaren, a Former Foreman at David Webb GOLD, RUBY AND ENAMEL BRACELET, DAVID WEBB The textured gold bracelet of hinged design, the terminals featuring two green enameled frogs, the eyes set with cabochon rubies. Internal circumference 6⅛ inchesSigned Webb18 karat goldGross weight approximately 38 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-07-25|pair of gold and diamond earclips, david webb","PAIR OF GOLD AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,10625,6000,8000,USD,2019-07-25,Sotheby's,N10099,,,"PAIR OF GOLD AND DIAMOND EARCLIPS, DAVID WEBB The domed centers pavé-set with round diamonds, framed by fluted gold accents, signed Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-09|cultured pearl and diamond necklace, david webb","CULTURED PEARL AND DIAMOND NECKLACE, DAVID WEBB",necklace,,,hammer,10625,8000,12000,USD,2019-12-09,Sotheby's,N10234,,,"Property of a Distinguished Collector CULTURED PEARL AND DIAMOND NECKLACE, DAVID WEBB Composed of three strands of cultured pearls measuring from approximately 13.7 to 10.0 mm, the gold clasp of woven design set with round diamonds, internal circumference 18 inches, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|gold and enamel dress set, david webb","GOLD AND ENAMEL DRESS SET, DAVID WEBB",other,,,hammer,10625,4000,6000,USD,2019-09-25,Sotheby's,N10129,,,"Comprising: a pair of cufflinks and three studs, each designed as a gold ram's head, the face applied with black enamel, with red enamel eyes, total gross weight approximately 34 dwts, each signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
